StationID,maximum_power_kw,fast_charging_connector_type,supply_voltage_v,output_current_a,session_energy_consumed_kwh,charger_temperature_celsius,battery_soc_percent,charging_session_duration_min,charging_state,connector_standard,grid_power_load_kw
107356,50.0,2,392.2,125.35,21.21,28.3,38.1,27.1,93.1,"CCS (Type 2), CHAdeMO",47.08
107347,50.0,3,410.0,121.41,50.44,26.0,71.1,61.5,94.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",48.77
107309,7.0,0,232.2,33.13,18.61,17.0,25.9,180.6,94.3,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.24
107251,7.0,0,234.4,28.83,27.39,30.1,41.3,263.8,95.4,"Type 1 (J1772), Type 2 (Socket Only)",6.68
107176,22.0,0,232.7,95.73,22.14,15.1,33.7,55.6,93.9,Type 2 (Socket Only),20.65
107104,50.0,3,408.7,124.41,42.18,16.6,37.0,44.6,92.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.68
107098,125.0,2,407.1,308.04,50.85,25.3,70.9,22.8,96.4,"CCS (Type 2), CHAdeMO",117.96
107029,50.0,3,397.4,124.33,20.86,12.8,35.8,28.2,93.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.39
107028,22.0,0,233.1,99.03,12.26,12.9,55.5,31.5,97.3,Type 2 (Socket Only),20.91
106995,50.0,3,413.7,119.44,30.51,29.8,31.2,39.1,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.77
106993,7.0,0,219.4,33.07,12.23,44.2,67.6,101.2,95.9,Type 2 (Socket Only),6.67
106965,50.0,3,409.0,121.73,24.26,26.5,36.2,29.9,92.7,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",45.55
106870,7.0,0,238.4,26.11,24.36,19.2,63.3,182.4,96.1,Type 2 (Socket Only),6.55
106844,50.0,3,416.6,118.29,32.81,22.6,60.1,37.9,93.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.27
106843,7.0,0,239.4,31.14,20.54,23.8,33.4,184.0,96.4,"Tesla (Model S/X), Type 2 (Tethered Connector)",7.08
106827,22.0,0,228.2,103.78,11.4,24.4,56.2,29.0,97.9,Type 2 (Socket Only),23.26
106786,7.0,0,229.7,31.41,16.73,19.7,39.0,129.3,97.2,Type 2 (Socket Only),7.05
106760,7.0,0,217.8,33.26,21.68,11.8,58.0,173.5,95.4,Type 2 (Socket Only),6.93
106755,7.0,0,234.1,26.69,15.91,16.7,50.3,127.4,94.6,Type 2 (Socket Only),6.72
106732,50.0,3,399.2,132.48,36.29,36.8,69.0,44.2,94.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.4
106591,7.2,0,234.6,29.03,20.76,19.5,17.4,175.0,98.1,Type 2 (Socket Only),6.99
106553,50.0,2,407.9,125.66,33.64,19.8,71.4,40.0,93.2,"CCS (Type 2), CHAdeMO",45.12
106387,22.0,0,229.5,93.91,17.26,30.1,54.0,53.7,95.5,Type 2 (Socket Only),21.88
106330,50.0,2,418.0,119.61,29.52,29.5,44.1,33.4,94.0,"CCS (Type 2), CHAdeMO",48.16
106276,50.0,3,423.2,116.35,27.55,26.1,27.3,34.0,94.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.29
106205,13.0,0,239.0,51.84,12.38,24.7,15.6,62.6,96.1,Tesla (Model S/X),12.99
106187,13.0,0,227.3,59.71,21.0,28.3,40.0,105.6,95.5,Tesla (Model S/X),12.21
106169,50.0,3,394.0,130.8,43.08,18.3,63.8,54.3,92.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.88
106126,7.0,0,234.5,24.44,22.0,28.2,44.7,187.4,96.2,Type 2 (Socket Only),6.73
106123,22.0,0,221.8,102.94,23.93,24.8,41.5,59.2,96.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",19.74
106118,7.0,0,229.8,35.77,19.05,36.3,29.7,139.7,97.6,Type 2 (Socket Only),6.7
106117,50.0,2,386.9,124.04,41.66,20.7,82.4,56.7,93.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",46.55
106103,22.0,0,228.6,89.79,25.15,22.1,52.5,67.9,95.5,Type 2 (Socket Only),22.7
106101,7.0,0,231.8,30.76,13.39,23.2,28.4,106.8,96.8,Type 2 (Tethered Connector),6.17
106069,22.0,0,227.0,94.3,21.91,27.3,67.0,61.8,96.2,Type 2 (Socket Only),19.47
106061,50.0,2,388.9,131.71,34.05,22.3,60.8,46.7,96.7,"CCS (Type 2), CHAdeMO",50.82
106013,50.0,2,385.9,131.49,25.98,31.2,67.4,30.3,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.56
106012,50.0,3,438.2,116.79,52.6,27.5,38.3,68.9,92.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.78
106010,50.0,3,426.9,118.03,36.59,16.4,48.4,41.6,91.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",42.9
106009,50.0,3,402.6,123.48,54.48,31.6,35.4,67.1,96.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.32
106006,50.0,3,390.1,128.06,50.89,15.7,63.6,61.3,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.02
105888,50.0,2,399.3,122.28,42.89,35.7,38.4,55.7,93.7,"CCS (Type 2), CHAdeMO",49.31
105551,22.0,0,228.9,99.73,16.13,22.7,34.2,39.8,99.3,Tesla (Model S/X),21.25
105510,13.0,0,236.6,56.64,14.66,27.7,54.7,69.8,96.2,Tesla (Model S/X),13.09
105473,7.0,0,226.5,31.6,20.02,5.0,45.3,158.8,95.9,Type 2 (Socket Only),6.34
105441,11.0,0,217.1,48.82,22.63,32.1,72.0,127.6,96.8,Type 2 (Socket Only),11.12
105337,7.0,0,244.0,30.73,12.46,22.9,62.7,118.9,96.5,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.47
105333,7.0,0,241.1,30.59,14.4,24.9,13.2,138.1,96.3,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",7.08
105331,7.0,0,219.7,32.71,24.6,27.7,28.6,239.1,96.1,Type 2 (Socket Only),6.6
105294,50.0,3,403.3,121.44,23.15,11.6,74.0,24.5,93.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.85
105241,22.0,0,235.5,96.42,24.02,31.2,19.2,69.3,94.3,Type 2 (Socket Only),21.25
105239,22.0,0,226.0,95.07,18.41,21.9,36.9,51.4,94.3,Type 2 (Socket Only),20.21
105238,22.0,0,232.1,95.04,20.95,25.0,57.3,59.7,96.0,Type 2 (Socket Only),20.22
105192,7.0,0,232.4,25.82,12.71,25.0,5.0,102.7,95.7,Type 2 (Socket Only),6.95
105185,7.4,0,228.1,36.17,17.49,21.1,53.7,155.0,92.8,Type 2 (Socket Only),7.01
105183,22.0,0,223.7,100.18,24.54,22.5,32.4,65.7,96.6,Type 2 (Socket Only),22.26
105182,22.0,0,224.5,92.56,19.57,12.6,32.2,52.1,96.7,Type 2 (Socket Only),21.05
105181,22.0,0,222.7,94.4,14.62,22.6,5.0,36.4,95.3,Type 2 (Socket Only),21.17
105180,22.0,0,223.3,97.75,27.4,23.2,41.0,68.3,95.5,Type 2 (Socket Only),21.72
105179,22.0,0,229.5,96.97,12.98,29.7,53.3,32.4,98.1,Type 2 (Socket Only),20.97
105153,7.0,0,224.3,27.71,18.96,21.7,23.4,176.2,99.2,Type 2 (Socket Only),7.24
105147,7.0,0,235.5,29.63,17.88,28.4,25.2,174.6,96.4,Type 2 (Socket Only),6.18
105128,4.0,0,241.9,18.56,21.83,20.9,58.0,298.8,95.8,Type 2 (Socket Only),3.63
105096,50.0,2,380.6,135.48,32.02,31.0,53.8,35.7,94.8,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",45.4
105061,7.0,0,225.4,34.0,14.72,21.5,67.7,120.0,98.7,Type 2 (Socket Only),7.02
105058,7.0,0,231.9,29.0,24.42,19.5,73.7,230.8,97.2,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.93
104923,13.0,0,234.0,54.43,22.4,23.6,24.8,112.5,93.8,Tesla (Model S/X),11.96
104898,50.0,3,402.0,120.56,13.05,21.7,73.2,15.9,93.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.36
104896,60.0,2,406.9,149.07,28.06,27.8,27.7,27.3,94.4,"CCS (Type 2), CHAdeMO",61.55
104863,7.0,0,233.8,28.6,19.06,15.7,35.2,142.8,96.3,Type 2 (Socket Only),7.19
104857,7.0,0,230.6,29.19,22.46,40.8,31.8,198.2,99.5,"Type 1 (J1772), Type 2 (Tethered Connector)",6.84
104830,22.0,0,235.9,96.8,12.11,20.6,31.5,36.9,93.9,Type 2 (Socket Only),20.37
104829,22.0,0,233.9,94.89,22.77,8.7,29.9,56.8,96.5,Type 2 (Socket Only),19.88
104507,50.0,2,391.5,126.08,24.51,15.3,25.7,30.4,93.5,"CCS (Type 2), CHAdeMO",45.67
104506,50.0,2,398.3,120.87,44.27,24.3,61.9,59.3,95.2,"CCS (Type 2), CHAdeMO",46.18
104505,50.0,2,410.1,122.56,46.91,26.4,15.8,64.5,93.9,"CCS (Type 2), CHAdeMO",46.72
104504,50.0,2,402.2,120.3,38.46,23.7,37.2,45.2,93.4,"CCS (Type 2), CHAdeMO",41.56
104503,50.0,2,392.3,123.75,22.45,30.1,46.1,26.0,94.4,"CCS (Type 2), CHAdeMO",47.52
104501,50.0,2,401.9,124.23,38.37,26.5,60.6,52.7,93.0,"CCS (Type 2), CHAdeMO",46.31
104500,50.0,2,419.0,120.81,40.14,22.1,47.1,54.0,93.8,"CCS (Type 2), CHAdeMO",47.54
104499,50.0,2,419.2,118.56,31.37,25.1,23.4,40.1,94.0,"CCS (Type 2), CHAdeMO",47.16
104498,50.0,2,388.3,129.28,38.22,27.6,21.3,41.6,93.1,"CCS (Type 2), CHAdeMO",47.2
104496,50.0,2,418.0,123.7,34.28,28.4,31.4,41.7,90.9,"CCS (Type 2), CHAdeMO",44.74
104495,50.0,2,398.2,125.23,29.82,26.2,38.6,37.9,94.1,"CCS (Type 2), CHAdeMO",48.25
104494,50.0,2,405.5,123.04,20.93,29.5,10.3,22.2,94.9,"CCS (Type 2), CHAdeMO",45.49
104465,13.0,0,220.1,60.16,9.35,17.1,47.3,38.2,95.3,Tesla (Model S/X),12.34
104225,50.0,2,410.6,126.97,38.17,30.9,88.4,52.4,95.3,"CCS (Type 2), CHAdeMO",46.19
104108,50.0,3,382.5,134.27,30.86,23.5,75.8,32.5,95.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.84
104008,7.0,0,237.0,31.86,14.8,20.3,71.3,112.7,96.7,Type 2 (Socket Only),7.06
103954,50.0,2,404.3,120.12,38.4,21.8,39.7,40.8,92.5,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",41.29
103921,7.0,0,237.1,32.53,20.46,19.7,35.7,188.2,93.9,Type 2 (Socket Only),6.45
103918,50.0,2,415.9,119.7,42.19,28.7,72.0,52.6,97.5,"CCS (Type 2), CHAdeMO",45.48
103891,7.0,0,223.9,33.02,19.31,19.7,30.6,173.2,97.1,Type 2 (Socket Only),7.09
103852,50.0,3,402.6,129.17,28.23,22.7,48.5,37.6,95.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.69
103800,22.0,0,230.3,96.28,22.23,25.3,76.6,56.2,95.8,Type 2 (Socket Only),20.09
103795,22.0,0,235.5,92.6,15.51,18.2,36.1,38.8,97.4,Type 2 (Socket Only),23.39
103569,13.0,0,228.3,56.5,24.72,22.2,9.7,121.9,95.0,Tesla (Model S/X),13.37
103548,13.0,0,238.6,55.96,7.37,18.3,63.6,35.3,93.1,Tesla (Model S/X),11.42
103500,13.0,0,248.9,49.11,11.42,27.8,71.6,52.2,97.0,Tesla (Model S/X),12.63
103473,4.0,0,223.7,18.7,16.76,24.9,47.0,275.3,97.0,Type 2 (Socket Only),3.6
103469,4.0,0,219.0,21.19,15.46,22.2,58.8,242.6,95.0,Type 2 (Socket Only),3.72
103468,50.0,3,404.4,116.56,34.0,21.4,42.1,37.4,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.43
103459,13.0,0,232.4,54.77,12.16,27.3,41.3,54.7,96.6,Tesla (Model S/X),13.07
103420,7.0,0,235.8,30.86,19.24,27.4,64.6,189.1,95.0,Type 2 (Socket Only),6.58
103418,7.0,0,228.2,31.06,19.5,24.7,38.1,155.5,97.2,Type 2 (Socket Only),7.16
103417,50.0,2,411.5,119.76,35.53,28.2,42.3,45.9,91.9,"CCS (Type 2), CHAdeMO",42.87
103349,7.0,0,241.6,28.53,15.48,24.3,34.0,133.4,96.6,Type 2 (Socket Only),5.84
103347,50.0,3,397.2,126.99,37.11,26.4,48.0,48.0,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.38
103325,22.0,0,219.3,99.02,20.7,27.3,30.2,61.3,95.8,Type 2 (Socket Only),20.51
103264,50.0,3,401.1,127.14,32.54,22.2,23.5,38.4,95.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.49
103263,50.0,2,404.8,125.03,42.16,30.1,64.5,54.3,93.5,"CCS (Type 2), CHAdeMO",48.21
102239,50.0,3,406.1,127.43,51.76,18.1,5.0,64.1,95.4,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",48.04
102224,22.0,0,235.5,92.86,22.61,31.4,71.0,60.9,98.6,Type 2 (Socket Only),21.26
102223,7.0,0,225.2,31.7,16.78,26.6,25.4,132.2,97.5,Type 2 (Socket Only),6.86
102222,7.0,0,243.8,31.4,22.7,24.8,48.9,188.1,97.9,"BS1363 3 Pin 13 Amp, Type 2 (Socket Only)",6.21
102219,7.0,0,245.9,28.6,20.03,21.8,65.3,157.5,94.6,Type 2 (Socket Only),6.97
102187,4.0,0,223.9,17.41,19.55,26.9,27.6,325.2,95.1,Type 2 (Socket Only),3.93
102184,7.0,0,225.6,33.32,15.84,20.6,49.8,116.8,94.7,Type 2 (Socket Only),6.87
102156,50.0,3,394.1,132.32,29.03,19.4,7.7,31.6,92.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.85
102126,4.0,0,236.9,20.54,17.61,21.8,68.1,260.6,95.1,Type 2 (Socket Only),3.65
102008,6.0,0,226.9,31.76,19.58,16.7,31.0,189.7,95.0,Tesla (Model S/X),5.68
101943,6.0,0,229.6,28.17,17.59,20.0,48.2,180.5,96.3,Tesla (Model S/X),5.88
101932,22.0,0,230.2,95.63,19.85,28.7,28.2,53.4,94.6,Tesla (Model S/X),20.71
101916,13.0,0,214.6,59.56,24.21,16.5,40.7,106.3,96.1,Tesla (Model S/X),12.73
101895,50.0,3,413.4,125.92,32.69,35.8,26.0,33.3,93.4,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.66
101888,22.0,0,229.9,97.79,14.37,37.1,56.5,33.5,95.8,Type 2 (Socket Only),21.77
101883,7.0,0,224.5,27.79,19.39,31.6,58.8,151.7,97.3,Type 2 (Socket Only),6.52
101831,36.0,0,226.1,160.61,19.91,1.9,32.8,36.3,97.2,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",37.81
101807,7.0,0,241.5,25.53,23.68,18.0,51.5,180.6,91.6,Type 2 (Socket Only),6.17
101805,7.0,0,219.9,26.29,20.92,30.3,27.2,174.8,93.4,Type 2 (Socket Only),6.31
101803,50.0,3,392.2,131.06,48.33,16.8,73.3,64.7,95.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",46.58
101764,22.0,0,236.5,96.76,17.18,25.5,44.0,49.9,95.4,Type 2 (Socket Only),20.6
101726,7.0,0,227.8,33.04,10.46,16.5,33.7,95.0,94.9,Type 2 (Socket Only),6.84
101690,7.0,0,227.8,35.2,11.5,22.1,17.4,87.8,94.5,Type 2 (Socket Only),6.4
101686,50.0,3,392.3,123.04,42.64,21.7,60.3,52.7,96.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.66
101685,22.0,0,236.3,91.19,18.0,38.0,36.0,55.6,96.8,Type 2 (Socket Only),19.88
101683,7.0,0,232.7,28.63,14.04,25.1,74.2,122.3,93.1,Type 2 (Socket Only),6.99
101663,50.0,3,400.6,121.63,34.81,29.9,51.0,45.7,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.83
101569,7.0,0,234.6,34.0,21.7,19.8,57.0,198.4,96.6,Type 2 (Socket Only),7.04
101540,22.0,0,237.7,88.93,13.44,24.8,23.5,40.3,96.6,Tesla (Model S/X),22.07
101455,22.0,0,227.3,94.5,15.44,28.1,75.7,38.5,96.3,Type 2 (Socket Only),19.68
101453,22.0,0,225.1,96.27,23.57,28.0,22.5,55.4,97.9,Type 2 (Socket Only),22.51
101417,22.0,0,221.3,99.06,23.06,22.1,77.0,65.4,98.6,Type 2 (Socket Only),21.27
101415,50.0,3,410.8,123.71,38.66,28.5,79.7,39.7,95.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",50.28
101414,7.0,0,223.4,35.5,20.09,23.9,39.4,155.4,98.2,Type 2 (Socket Only),6.82
101411,50.0,3,387.3,129.93,30.53,22.0,47.4,40.9,95.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.3
101373,22.0,0,253.6,90.81,10.93,29.9,59.5,30.5,95.3,Type 2 (Socket Only),19.06
101372,7.0,0,240.0,33.37,24.42,11.7,38.3,215.1,96.4,Type 2 (Socket Only),6.69
101370,3.6,0,219.2,16.45,22.8,23.0,22.9,422.9,95.2,Type 2 (Socket Only),3.25
101297,7.0,0,219.4,27.96,18.35,18.1,47.5,160.7,94.0,Type 2 (Socket Only),6.34
101296,50.0,3,397.1,125.06,36.92,22.1,57.6,42.0,93.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.55
101295,4.0,0,233.9,20.97,13.48,16.4,5.9,222.1,95.3,Type 2 (Socket Only),3.94
101279,50.0,2,389.0,130.18,33.81,29.5,32.9,43.0,94.9,"CCS (Type 2), CHAdeMO",49.53
101261,50.0,3,395.6,126.02,20.95,23.1,47.0,28.2,93.3,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.13
101245,7.0,0,234.4,28.26,28.19,22.3,54.9,222.2,95.4,Type 2 (Socket Only),5.61
101211,7.0,0,234.4,29.42,22.99,21.9,56.8,216.9,94.4,Type 2 (Socket Only),6.73
101182,50.0,3,391.2,130.51,34.63,25.1,28.5,36.8,94.5,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.91
101139,7.0,0,228.0,30.98,23.6,21.7,27.9,191.7,95.9,Type 2 (Socket Only),6.62
101137,22.0,0,229.0,93.3,12.92,21.1,27.7,32.9,97.2,Type 2 (Socket Only),20.98
101059,7.0,0,232.6,31.2,17.96,17.1,5.0,158.4,98.4,Type 2 (Socket Only),6.72
101057,7.0,0,230.7,29.9,24.71,26.0,56.9,203.6,97.7,Type 2 (Socket Only),6.71
101038,50.0,3,400.8,120.96,25.02,33.3,91.5,27.1,96.6,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only), Type 2 (Tethered Connector)",48.37
101037,7.2,0,212.2,27.01,16.21,21.5,75.5,128.8,95.6,Type 2 (Socket Only),6.84
101025,7.0,0,228.2,20.43,17.53,24.8,96.7,133.2,96.4,Type 2 (Socket Only),6.72
100997,50.0,2,379.7,131.68,55.33,28.1,50.7,68.1,97.5,CCS (Type 2),49.27
100985,50.0,2,407.7,124.58,28.73,33.7,77.3,39.2,92.8,"CCS (Type 2), CHAdeMO",48.19
100823,13.0,0,223.2,61.01,11.21,22.8,9.7,53.7,99.2,Tesla (Model S/X),12.99
100749,3.6,0,231.4,16.89,16.58,19.9,52.8,256.9,94.8,Type 2 (Socket Only),3.42
100734,7.0,0,253.9,29.2,23.42,20.1,29.9,224.1,97.0,Type 2 (Socket Only),7.49
100713,22.0,0,232.9,97.25,23.71,13.3,18.1,68.0,96.1,Type 2 (Socket Only),21.04
100693,22.0,0,227.5,96.41,23.78,22.1,78.2,63.3,95.1,Type 2 (Socket Only),21.16
100624,7.0,0,237.4,30.21,13.7,15.0,54.4,123.4,96.2,Type 2 (Socket Only),6.36
100567,50.0,3,410.7,120.74,33.66,36.6,34.3,40.4,92.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.52
100566,50.0,3,385.3,131.84,30.16,22.8,5.0,39.7,95.6,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.81
100561,7.0,0,233.9,26.25,19.32,9.1,43.2,151.5,97.3,Type 2 (Socket Only),6.86
100541,7.0,0,233.4,30.59,13.97,18.6,47.4,120.4,96.9,"Tesla (Model S/X), Type 2 (Socket Only)",7.5
100516,50.0,2,400.8,126.89,33.63,23.4,80.3,34.7,92.0,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",45.79
100485,7.0,0,234.9,33.91,18.47,24.4,20.3,170.5,95.7,Type 2 (Socket Only),6.77
100484,50.0,3,413.5,120.51,39.59,10.6,64.8,43.3,96.0,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.94
100483,22.0,0,246.5,91.38,18.04,22.4,29.7,47.0,94.0,Type 2 (Socket Only),17.66
100445,7.0,0,221.0,29.3,16.56,30.7,58.8,147.7,96.7,Type 2 (Socket Only),6.24
100415,7.0,0,233.8,29.78,13.08,20.5,50.5,110.6,96.8,Type 2 (Socket Only),6.87
100414,7.0,0,222.6,32.87,17.15,23.4,56.6,126.7,97.2,Type 2 (Socket Only),6.67
100342,22.0,0,234.4,96.38,25.59,28.7,32.6,77.9,97.7,Type 2 (Socket Only),21.31
100341,7.0,0,222.7,30.25,15.95,16.3,83.1,131.0,95.9,Type 2 (Socket Only),6.35
100321,7.0,0,226.7,33.46,21.09,22.1,49.0,176.4,96.6,Type 2 (Socket Only),6.23
100319,22.0,0,227.6,93.71,16.94,21.3,11.5,46.5,97.7,Type 2 (Socket Only),20.72
100317,50.0,3,383.4,130.75,24.81,26.4,42.8,26.1,92.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.52
100316,7.0,0,237.8,25.34,16.96,19.1,52.7,136.3,97.7,Type 2 (Socket Only),7.11
100314,50.0,3,422.2,116.53,33.77,30.0,47.4,45.7,95.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.17
100313,50.0,3,404.0,122.75,18.72,28.4,71.2,22.2,93.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.38
100263,7.0,0,237.3,34.76,9.71,25.5,59.4,93.3,96.9,"Type 1 (J1772), Type 2 (Socket Only)",6.37
100176,7.0,0,220.0,36.71,19.85,26.0,37.8,147.8,95.7,Type 2 (Socket Only),6.63
100174,50.0,2,391.8,124.74,34.7,15.1,40.6,42.8,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",41.22
100151,50.0,3,393.1,124.77,29.88,22.4,11.0,35.4,92.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.62
100131,7.0,0,230.4,27.66,8.65,27.3,5.0,84.7,94.8,Type 2 (Socket Only),6.36
100111,22.0,0,224.3,97.76,20.55,29.7,15.9,54.7,99.5,Type 2 (Socket Only),21.93
100108,50.0,3,402.3,121.94,33.24,32.2,62.3,40.0,94.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.35
100106,50.0,3,398.5,120.32,46.47,15.7,41.0,51.6,95.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",45.63
100078,3.0,0,219.9,8.7,17.39,16.7,21.9,362.1,95.0,Type 2 (Socket Only),2.91
100048,50.0,3,407.6,116.78,36.49,15.1,49.9,44.2,95.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",44.74
100038,50.0,3,393.8,125.72,28.94,17.6,42.5,34.2,93.9,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",48.8
99942,50.0,3,393.4,127.06,40.19,19.0,51.7,52.2,97.7,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",49.29
99910,22.0,0,228.3,96.35,9.11,29.4,34.9,24.8,95.7,Type 2 (Socket Only),19.63
99908,3.0,0,227.5,10.15,15.87,21.7,46.6,296.9,97.2,Type 2 (Socket Only),2.77
99898,50.0,3,403.1,122.01,57.8,31.3,43.9,68.5,96.8,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",43.43
99859,22.0,0,249.4,91.72,26.15,20.8,62.2,66.6,95.3,Tesla (Model S/X),20.5
99820,7.0,0,233.5,34.0,23.96,23.2,48.3,229.7,98.0,Tesla (Model S/X),6.85
99807,22.0,0,219.0,105.54,15.56,19.8,28.5,45.0,95.7,Type 2 (Socket Only),21.0
99806,7.0,0,225.5,29.6,30.27,23.5,26.2,226.2,98.2,Type 2 (Socket Only),7.58
99801,7.0,0,238.2,26.45,17.39,23.7,24.6,151.5,97.3,Type 2 (Socket Only),6.41
99768,50.0,3,391.9,126.36,56.17,32.0,27.6,66.2,97.2,"CCS (Type 2), CHAdeMO, Type 2 (Tethered Connector)",47.93
99751,50.0,2,396.5,130.04,46.63,18.4,60.7,59.1,91.0,"CCS (Type 2), CHAdeMO",47.64
99687,13.0,0,246.7,53.18,24.82,9.0,21.0,122.5,93.0,Tesla (Model S/X),12.26
99685,7.0,0,217.3,27.27,17.57,24.5,89.6,135.4,95.9,Tesla (Model S/X),6.72
99684,7.0,0,215.0,35.75,22.4,17.2,66.3,197.7,96.2,Tesla (Model S/X),6.76
99677,13.0,0,245.0,56.42,14.34,21.0,9.7,74.3,95.5,Tesla (Model S/X),12.2
99618,22.0,0,233.1,94.69,16.68,19.0,66.9,47.1,97.1,Type 2 (Socket Only),22.05
99613,3.6,0,223.1,17.41,22.91,18.5,50.4,369.1,96.6,Type 2 (Socket Only),3.74
99612,3.6,0,234.3,18.61,10.17,19.5,40.7,172.0,97.4,Type 2 (Socket Only),3.45
99611,3.6,0,208.9,15.68,16.23,22.4,12.2,294.3,94.9,Type 2 (Socket Only),3.33
99610,3.6,0,230.0,22.24,15.58,11.4,41.2,285.7,99.5,Type 2 (Socket Only),3.47
99609,3.6,0,232.6,18.25,24.25,12.9,76.2,405.3,96.6,Type 2 (Socket Only),3.48
99608,3.6,0,237.4,15.4,15.96,12.8,21.3,289.4,93.9,Type 2 (Socket Only),3.4
99607,3.6,0,221.9,16.56,15.73,24.1,34.1,272.5,95.8,Type 2 (Socket Only),3.47
99606,3.6,0,230.7,14.3,19.2,24.5,33.0,298.0,97.4,Type 2 (Socket Only),3.63
99605,3.6,0,222.6,16.19,17.54,10.4,61.8,248.9,96.8,Type 2 (Socket Only),3.64
99604,3.6,0,232.0,18.86,17.25,22.3,85.4,281.0,98.2,Type 2 (Socket Only),3.74
99603,3.6,0,222.8,18.68,18.41,27.8,55.2,345.9,95.6,Type 2 (Socket Only),3.37
99602,3.6,0,226.7,13.63,25.0,27.3,78.3,390.7,96.2,Type 2 (Socket Only),3.57
99601,3.6,0,222.0,18.94,20.2,15.2,29.6,337.3,97.4,Type 2 (Socket Only),3.27
99600,3.6,0,235.2,17.84,15.23,21.7,12.8,279.2,95.9,Type 2 (Socket Only),3.7
99599,3.6,0,236.9,10.78,20.01,20.6,61.6,323.5,95.8,Type 2 (Socket Only),3.76
99598,3.6,0,228.1,18.63,18.1,23.5,24.4,325.3,95.1,Type 2 (Socket Only),3.58
